0,247,391,-100,102,25,683,186.1551673412,102,-222,292,-1
0,273,626,-100,0,43,281,226.8906848431,0,-230,-345,0
149,11,2583,100,81,30,389,202.5713112354,-68,19,-2194,0
0,29,2702,-100,0,140,319,219.7267899513,0,111,-2383,0
0,21,2600,-100,9,147,554,189.0530180931,9,126,-2046,-1
0,249,406,-100,0,21,723,209.6448972225,0,-228,317,0
0,39,2700,-100,0,159,703,212.5219686031,0,120,-1997,0
0,15,2702,100,96,11,689,186.5679116249,96,-4,-2013,0
178,14,2694,100,119,95,1001,166.1064434052,-59,81,-1693,-1
211,22,456,100,0,122,408,153.0343286991,-211,100,-48,-1
0,236,2690,-100,0,90,736,220.7266438007,0,-146,-1954,0
0,231,2697,-100,77,177,704,203.8013525009,77,-54,-1993,-1
158,11,605,100,0,113,440,167.5321269035,-158,102,-165,-1
0,293,2668,-100,90,241,389,173.2639052868,90,-52,-2279,-1
143,20,2702,100,94,17,372,186.773260355,-49,-3,-2330,0
167,17,622,100,0,109,425,167.9405946732,-167,92,-197,-1
0,228,2693,-100,21,159,705,205.5936439037,21,-69,-1988,0
0,81,2692,-100,0,231,303,196.9344141483,0,150,-2389,-1
0,255,2699,-100,207,206,303,199.3738179207,207,-49,-2396,-1
181,22,651,100,0,114,425,157.2720406055,-181,92,-226,-1
0,26,2424,100,73,31,706,200.0445311069,73,5,-1718,0
0,22,2707,100,142,76,407,163.9259488583,142,54,-2300,-1
159,302,2691,-100,0,197,2317,216.4958376884,-159,-105,-374,0
0,17,2689,100,92,12,711,193.8114743233,92,-5,-1978,0
0,26,2645,-100,77,163,381,192.0891673565,77,137,-2264,-1
0,53,2700,-100,58,190,423,190.8222193718,58,137,-2277,-1
172,234,2417,-100,0,156,1250,207.3294150829,-172,-78,-1167,0
0,255,2660,-100,0,184,388,194.5744512081,0,-71,-2272,0
0,214,2503,-100,14,145,463,196.2773840427,14,-69,-2040,-1
158,22,2493,100,63,18,587,202.1065542698,-95,-4,-1906,1
169,21,623,100,0,169,498,167.2587423325,-169,148,-125,-1
0,23,460,100,0,23,718,190.2998747826,0,0,258,0
0,39,2680,100,99,30,553,199.4656894207,99,-9,-2127,0
0,276,2691,-100,0,141,391,229.7431299686,0,-135,-2300,0
0,255,621,-100,0,31,255,229.4223399162,0,-224,-366,0
0,17,459,100,0,23,530,189.8026430607,0,6,71,0
156,15,2541,100,79,13,480,193.5169694424,-77,-2,-2061,0
0,282,212,-100,93,58,605,161.9883589745,93,-224,393,-1
0,119,2687,-100,123,254,760,165.9783039093,123,135,-1927,-2
159,15,2493,100,84,15,505,196.3492310047,-75,0,-1988,0
170,27,622,100,0,147,452,167.6532688141,-170,120,-170,-1
180,180,25,100,0,31,540,195.0887122154,-180,-149,515,0
0,27,458,-100,0,24,232,216.7946653366,0,-3,-226,1
0,236,356,-100,2,63,356,226.4907701015,2,-173,0,1
0,24,2699,100,141,184,421,165.3956904411,141,160,-2278,-1
0,31,2692,100,121,61,722,161.1522526741,121,30,-1970,-1
127,15,615,100,0,31,728,164.5084936619,-127,16,113,-1
